Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Groove Music	**Groove Music**\n\nGroove Music lets you access your music collection and more from your Surface.\n\n  Camera \n\nThe Camera app lets you take regular photos, photo bursts, or video using either the front or back camera on your Surface. See [Take photos and videos with Surface](http://www.microsoft.com/surface/support/hardware-and-drivers/surface-cameras) on Surface.com for how-to info.\n\n  Photos \n\nEdit and organize your photos using the Photos app. Crop, enhance, and add effects to your images and set them to be the lock screen background.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	109	Surface
Movies & TV	**Movies & TV**\n\nMovies & TV brings you the latest movies and TV shows as well as featured hits. It offers recommendations based on what you’ve watched, making it easier to find something new that you’ll like. Check out [Watch TV shows, movies, and videos](http://www.microsoft.com/surface/support/music-photos-and-video/watch-tv-shows-movies-and-videos) on Surface.com to get started.\n\n  News \n\nGet the latest breaking stories as well as more in-depth coverage. You can customize the coverage to add more local information or highlight the topics you choose.\n\n  Weather \n\nThe Weather app offers hourly, daily, and 10-day forecasts as well as historical information and annual weather trends. You can also add locations, so you can see not only the information for where you are but for where you might be heading.\n\n  Money \n\nMoney not only covers the fast-moving market conditions but lets you track your portfolio, browse financial news articles, and access tools and calculators for common financial tasks.\n\n  Sports \n\nSports brings you scoreboards, schedules, videos, slide shows, and news headlines and stories to help you keep up to date with the world of sports and your favorite teams.\n\n  Maps \n\nMaps lets you see your current location, zoom in for greater detail, zoom out for a bigger picture, scroll or search for new locations, get directions, and more.\n\n  Surface\n\nGet the most out of your Surface. The Surface app provides you with customization options and ways to learn more about your Surface. Give feedback on your experience so we can keep making it better.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	110	Surface
Get more apps from the Windows Store	**Get more apps from the Windows Store**\n\nReady to get even more apps? You can install more apps and programs from the Windows Store, websites, or a CD or DVD. To learn more, see [Install and uninstall apps on Surface](http://www.microsoft.com/surface/support/apps-and-windows-store/install-apps-and-programs) on Surface.com.\n\nFor more info about the Windows Store, see [Explore the Store](http://windows.microsoft.com/en-us/windows-10/getstarted-explore-the-store)  on Windows.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:get more apps from the windows store	[]	False	[]	111	Surface
Connect devices and accessories	**Connect devices and accessories**\n\nYou can make photos, videos, and presentations bigger by connecting your Surface Book to a TV, monitor, or projector. Or, connect to an HDTV and watch movies on a big screen.\n\nYou can connect monitors, accessories, and other devices directly to your Surface Book using the USB ports, Mini DisplayPorts, or Bluetooth. Or, connect everything to a Surface Dock (sold separately). Surface Dock lets you transform your Surface Book into a full desktop PC using a single cable.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:connect devices and accessories	[]	False	[{"DisplayOrder":0,"QnaId":113,"Qna":null,"DisplayText":"Set up your workspace with Surface Dock"},{"DisplayOrder":1,"QnaId":114,"Qna":null,"DisplayText":"Connect a USB accessory (printer, mouse, and more)"},{"DisplayOrder":2,"QnaId":115,"Qna":null,"DisplayText":"Connect to a TV, monitor, or projector"},{"DisplayOrder":3,"QnaId":122,"Qna":null,"DisplayText":"Add a Bluetooth accessory"},{"DisplayOrder":4,"QnaId":123,"Qna":null,"DisplayText":"Add audio accessories"}]	112	Surface
Set up your workspace with Surface Dock	**Set up your workspace with Surface Dock**\n\nSurface Dock supports high-speed transfer of video, audio, and data. Its compact design gives you flexibility and keeps your desktop clutter-free. The external power supply recharges your Surface and provides plenty of additional power to charge connected USB devices.\n\nHere's how to set up your Surface Dock:\n\n1.  Plug the AC end of the Surface Dock power cord into an electrical outlet or power strip and plug the other end into the power port on your Surface Dock.\n2.  If you want to use a wired network connection, connect a network cable to the Ethernet port on your Surface Dock.\n3.  Connect your computer peripherals to the USB ports on your Surface Dock.\n4.  Connect a cable from your monitor to a Mini DisplayPort on your Surface Dock.If your monitor cable doesn’t have a Mini DisplayPort connector, you’ll need to buy another cable or an adapter. For more info on adapters, see [Connect Surface to a TV, monitor, or](http://www.microsoft.com/surface/support/music-photos-and-video/connect-surface-to-a-tv-display-or-projector) [projector](http://www.microsoft.com/surface/support/music-photos-and-video/connect-surface-to-a-tv-display-or-projector) on Surface.com.\n5.  Connect any audio accessories like speakers or headphones.Without external speakers, you may not hear audio when you’re using your Surface. If this is the case, see [Troubleshoot Surface Dock](https://www.microsoft.com/surface/support/hardware-and-drivers/troubleshoot-docking-station-surface-dock) on Surface.com to learn how to switch to the built-in speakers on your Surface.\n6.  Unplug the Surface power supply and remove any attached accessories from your Surface. You can leave an SD card in the SD card slot.\n7.  Connect your Surface Dock to the charging port of your Surface, using the cable provided.\n\nFor more info, see [Using Surface Dock](http://www.microsoft.com/surface/support/hardware-and-drivers/docking-station-surface-dock) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:set up your workspace with surface dock	[]	False	[]	113	Surface
Connect a USB accessory (printer, mouse, and more)	**Connect a USB accessory (printer, mouse, and more)**\n\nYou can connect a USB accessory like a printer, camera, music player, smartphone, mouse, or external hard drive directly to your Surface Book. ✪\n\nThe USB port is on the side of the keyboard.\n\nThe included power supply also has a USB charging port you can use to power other USB devices while you’re charging your Surface.\n\nTo install a USB accessory:\n\n1.  If your USB accessory has a power cord, plug it in to an electrical outlet.\n2.  Plug the USB cable attached to the accessory into your Surface.\n3.  Turn on your accessory (if needed). The first time you plug in a USB accessory, Windows installs any software the accessory requires.\n\nFor more info, see [Connect a USB mouse, printer, and more](http://www.microsoft.com/surface/support/hardware-and-drivers/connect-a-usb-phone-camera-mouse-and-more) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:connect a usb accessory (printer, mouse, and more)	[]	False	[]	114	Surface
Connect to a TV, monitor, or projector	You can connect your Surface Book to another screen, or connect to an HDTV and watch movies on a big screen. You can even connect to some displays wirelessly. Surface video adapters are available in the [Accessories](http://www.microsoft.com/surface/accessories/home#adapters) area on Surface.com and in the [Microsoft Store](http://surface.microsoftstore.com/) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:connect to a tv, monitor, or projector	[]	False	[{"DisplayOrder":0,"QnaId":116,"Qna":null,"DisplayText":"HDTV:"},{"DisplayOrder":1,"QnaId":117,"Qna":null,"DisplayText":"Projector or monitor:"},{"DisplayOrder":2,"QnaId":118,"Qna":null,"DisplayText":"Wireless:"},{"DisplayOrder":3,"QnaId":119,"Qna":null,"DisplayText":"Connect to a wired display"},{"DisplayOrder":4,"QnaId":120,"Qna":null,"DisplayText":"Connect to a wireless display"},{"DisplayOrder":5,"QnaId":121,"Qna":null,"DisplayText":"Set up your screens"}]	115	Surface
HDTV:	If your TV has an HDMI port, you’ll need an HDMI cable and a Mini DisplayPort to HD AV adapter or an HDMI to Mini DisplayPort cable. (Both are sold separately on Surface.com.)	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	116	Surface
Projector or monitor:	If your monitor has a DisplayPort, you can connect it to your Surface using a DisplayPort to Mini DisplayPort cable (sold separately). If your monitor doesn’t have a\n\nDisplayPort or HDMI port, use a VGA cable and the Mini DisplayPort to VGA Adapter. A VGA adapter or cable is for video only. Audio will play from your Surface speakers unless you’ve connected external speakers. For more info, see [Surface sound, volume, and audio accessories](http://www.microsoft.com/surface/support/hardware-and-drivers/sound-volume-and-speakers) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	117	Surface
Wireless:	You can connect to wireless displays when Windows detects one nearby. Or, use a Microsoft Wireless Display Adapter (sold separately) to connect to a screen using Miracast.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	118	Surface
Connect to a wired display	**Connect to a wired display**\n\n1.  Connect an HDMI or VGA cable to the HDMI, DisplayPort, or VGA port on your TV, monitor, or projector.\n2.  Connect the other end of the cable to a Surface video adapter or the Mini DisplayPort on your Surface or to your docking station.✪ ✪Mini DisplayPort on Surface BookMini DisplayPort on Surface Dock\n3.  If you’re using an adapter, plug it into the Mini DisplayPort on your Surface or your docking station.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:connect to a wired display	[]	False	[]	119	Surface
Connect to a wireless display	**Connect to a wireless display**\n\n1.  On your Surface, swipe in from the right edge of the screen or select Action center in the taskbar.\n2.  Select Connect, and in the list of displays, select the name of the wireless display.\n\nIf you have problems connecting your Surface or have questions about screen resolution, see [Trouble connecting Surface to a second screen?](http://www.microsoft.com/surface/support/music-photos-and-video/trouble-connecting-surface-to-second-screen) on Surface.com.\n\nIf you’re using a Microsoft Wireless Display Adapter to connect to a screen using Miracast, see [Using the Microsoft Wireless Display Adapter with Surface](http://www.microsoft.com/surface/support/music-photos-and-video/wireless-display-adapter) on Surface.com for more info.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:connect to a wireless display	[]	False	[]	120	Surface
Set up your screens	**Set up your screens**\n\nOnce you connect to another screen or screens, you can choose what to display on each screen. Here’s how:\n\n1.  Select the search box in the taskbar, enter project to a second screen, and in the search results, select Project to a second screen. \n2.  Choose one of the following options:\n    *   PC screen only: You’ll see everything on your Surface screen. (When you're connected to a wireless projector, this option changes to Disconnect.) \n    *   Duplicate: You’ll see the same things on all screens.\n    *   Extend: You'll see everything spread over all screens, and you can drag and move items between them.\n    *   Second screen only: You’ll see everything on the connected screen or screens, and your Surface screen will be blank.\n\nFor more info, including how to daisy chain monitors and move apps between screens, see [Connect Surface to a TV, monitor, or projector](http://www.microsoft.com/surface/support/music-photos-and-video/connect-surface-pro-to-a-tv-display-or-projector) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:set up your screens	[]	False	[]	121	Surface
Add a Bluetooth accessory	**Add a Bluetooth accessory**\n\nYou can also connect devices that use Bluetooth wireless technology to your Surface.\n\n  Turn on the Bluetooth device and make it discoverable.\n\n1.  To learn how to do this, check the info that came with your Bluetooth device or go to the manufacturer’s website.\n2.  Go to Start , and select Settings > Devices > Bluetooth. ✪\n3.  Under Manage Bluetooth devices, make sure the slider is set to On and wait while Windows searches for Bluetooth devices.\n4.  In the list of Bluetooth devices, select the device you want to pair with your Surface and select Pair. \n5.  Follow the on-screen instructions to finish pairing your device.\n\nIf the accessory requires a pass code, (sometimes called a pairing code), you’ll be prompted for it. If you don’t know the pass code, check the info that came with your device or the manufacturer’s website.\n\nFor more info, see [Add a Bluetooth device](http://www.microsoft.com/surface/support/hardware-and-drivers/add-a-bluetooth-device) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:add a bluetooth accessory	[]	False	[]	122	Surface
Add audio accessories	**Add audio accessories**\n\nYou can connect external USB speakers, headphones, or a headset to the full-size USB port. Or go wireless by using Bluetooth headphones or speakers with your Surface.\n\nTo get the best sound from USB or Bluetooth speakers, turn up the volume on your Surface and in the app, if it has its own sound control, and then adjust the volume on the external USB or Bluetooth speakers.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:add audio accessories	[]	False	[{"DisplayOrder":0,"QnaId":124,"Qna":null,"DisplayText":"Set the default audio device"}]	123	Surface
Set the default audio device	**Set the default audio device**\n\n1.  Select the search box in the taskbar, enter sound, and in the search results, select Change system sounds. \n2.  Do either or both of the following:\n    *   Select the Playback tab, select the device you want to use for playback—for example, the built-in speakers on Surface, external speakers, or a headset—and select Set Default. \n    *   Select the Recording tab, select the device you want to use for recording—for example, the built-in mic or an external mic—and select Set Default. \n3.  After you've selected your default devices, select OK. \n\nFor more info, see [Surface sound, volume, and audio accessories](http://www.microsoft.com/surface/support/hardware-and-drivers/sound-volume-and-speakers) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:set the default audio device	[]	False	[]	124	Surface
Surface audio features	**Surface audio features**\n\nUse the built-in stereo speakers and mic or your favorite audio accessories to listen to music, make phone calls, record audio, and more.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:surface audio features	[]	False	[{"DisplayOrder":0,"QnaId":126,"Qna":null,"DisplayText":"Use your favorite audio accessories"},{"DisplayOrder":1,"QnaId":127,"Qna":null,"DisplayText":"Adjust the volume"},{"DisplayOrder":2,"QnaId":133,"Qna":null,"DisplayText":"Record audio"}]	125	Surface
Use your favorite audio accessories	**Use your favorite audio accessories**\n\nThe stereo speakers and microphones built into Surface let you listen to music and videos, make phone calls, and record audio. Or, you can connect your favorite USB and Bluetooth accessories like speakers, a mic, or a headset. For more info on connecting accessories, see [Connect a USB mouse,](http://www.microsoft.com/surface/support/hardware-and-drivers/connect-a-usb-phone-camera-mouse-and-more) [printer, and more](http://www.microsoft.com/surface/support/hardware-and-drivers/connect-a-usb-phone-camera-mouse-and-more) and [Add a Bluetooth device](http://www.microsoft.com/surface/support/hardware-and-drivers/add-a-bluetooth-device) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:use your favorite audio accessories	[]	False	[]	126	Surface
Adjust the volume	You can control the volume on your Surface in several places:	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:adjust the volume	[]	False	[{"DisplayOrder":0,"QnaId":128,"Qna":null,"DisplayText":"Volume button:"},{"DisplayOrder":1,"QnaId":129,"Qna":null,"DisplayText":"Keyboard:"},{"DisplayOrder":2,"QnaId":130,"Qna":null,"DisplayText":"Desktop taskbar:"},{"DisplayOrder":3,"QnaId":131,"Qna":null,"DisplayText":"Audio accessories:"},{"DisplayOrder":4,"QnaId":132,"Qna":null,"DisplayText":"Apps:"}]	127	Surface
Volume button:	Press the volume button on the Clipboard to adjust the volume up or down.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	128	Surface
Keyboard:	Press the volume-down, volume-up, or mute keys on the keyboard.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	129	Surface
Desktop taskbar:	In the desktop taskbar, select Speakers , and adjust the volume up or down.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	130	Surface
Audio accessories:	Adjust the volume on the headset, speakers, or other audio accessory, or in the software included with the accessory. To learn more, check the info that came with your accessory or visit the manufacturer's website.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	131	Surface
Apps:	Some apps have a volume control within the app.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	132	Surface
Record audio	**Record audio**\n\nYou can use the Voice Recorder app to record audio. To open the app:\n\n  Go to Start , and select All apps > Voice Recorder. \n\n✪ ✪	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:record audio	[]	False	[{"DisplayOrder":0,"QnaId":134,"Qna":null,"DisplayText":"Adjust microphone settings"},{"DisplayOrder":1,"QnaId":135,"Qna":null,"DisplayText":"Change which sounds play"},{"DisplayOrder":2,"QnaId":136,"Qna":null,"DisplayText":"Audio problems"}]	133	Surface
Adjust microphone settings	**Adjust microphone settings**\n\n1.  Select the search box in the taskbar, enter sound, and in the search results, select Change system sounds. \n2.  Select the Recording tab, select the mic you want, and select Properties. Be sure to select a mic that's enabled and connected to your Surface.\n3.  Select the Levels tab. You’ll see two sliders:\n    *   Microphone: Controls the mic’s volume\n    *   Microphone Boost: Controls the strength of the mic's signal\n4.  Adjust the sliders until your mic is recording at the levels you want.\n\nThe levels you'll use will vary depending on the amount of background noise and on whether you're using the mic that’s built into your Surface or an external mic. A good starting point is to set Microphone to 50 and Microphone Boost to +24.0 dB.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:adjust microphone settings	[]	False	[]	134	Surface
Change which sounds play	**Change which sounds play**\n\nYou can choose which sounds play for notifications and system events—for example, the sound that plays when you get a new message. Here's how:\n\n1.  Select the search box in the taskbar, enter sound, and in the search results, select Change system sounds. \n2.  Select the Sounds tab, and under Program Events, select an event (for example, Calendar Reminder). \n3.  Under Sounds, choose the sound you want to play for that event.\n4.  To hear the sound you've picked, select Test. \n5.  Select Apply to change the sound for the event, and select OK.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:change which sounds play	[]	False	[]	135	Surface
Audio problems	**Audio problems**\n\nIf the sound quality coming from your speakers or an audio accessory isn't good, it's possible the audio recording itself isn't of good quality. Try listening to the same recording on a different device.\n\nFor help with audio problems, see [Troubleshoot Surface sound and audio accessories](http://www.microsoft.com/surface/support/hardware-and-drivers/troubleshoot-surface-audio) on Surface.com.\n\nTo learn more about audio on Surface Book, see [Surface sound, volume, and audio accessories](http://www.microsoft.com/surface/support/hardware-and-drivers/sound-volume-and-speakers) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:audio problems	[]	False	[]	136	Surface
Cameras and the Camera app	**Cameras and the Camera app**\n\nSurface Book has a front-facing camera and a rear-facing camera. You can use the front camera to video chat with a friend, and the back camera to record meetings and events. You can also use either camera to take photos.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:cameras and the camera app	[]	False	[{"DisplayOrder":0,"QnaId":138,"Qna":null,"DisplayText":"Take photos and record videos"},{"DisplayOrder":1,"QnaId":139,"Qna":null,"DisplayText":"Using autofocus on Surface Book"},{"DisplayOrder":2,"QnaId":140,"Qna":null,"DisplayText":"Change camera options"},{"DisplayOrder":3,"QnaId":145,"Qna":null,"DisplayText":"View photos and videos"}]	137	Surface
Take photos and record videos	**Take photos and record videos**\n\nBy default, the built-in Camera app is ready to take photos, but you can easily switch between photo and video mode.\n\nTo take a photo or record a video:\n\n  Go to Start , and select Camera. \n\n1.  To pin the Camera app to Start, select All Apps, press and hold (or right-click) the Camera app, and select Pin to Start. ✪ ✪\n2.  Select the on-screen Camera button or Video button to activate the camera you want to use, and select the button again to take a picture or start recording video.\n\nA small privacy light appears near the active camera when you’re using it. The privacy light can’t be turned off.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:take photos and record videos	[]	False	[]	138	Surface
Using autofocus on Surface Book	**Using autofocus on Surface Book**\n\nTo help you improve the sharpness of your photos and videos, the rear-facing camera on Surface Book features an autofocus lens that detects a face in the scene automatically and focuses on it. If it doesn’t detect a face, it will focus on the main subject in the center of the screen. It also lets you spot adjust the focus before you take a picture or while recording a video.\n\nYou can adjust and lock the focus on a different location by tapping the screen on that spot. If you’re recording a video, you can spot adjust the focus without stopping the recording. When you tap the screen to adjust the focus, the focus is locked on that spot until you tap the screen again. The focus will adjust automatically and remain focused on that spot as you move the camera.\n\nTo adjust the focus:\n\n*   Photos: Tap the screen to focus on that spot, then tap the Camera button to take the picture.\n*   Videos: While you’re recording video, tap the screen to spot adjust the focus.\n\nAutofocus is available only on the rear-facing camera. The front-facing camera has a fixed-focus lens. To learn more, see [Using autofocus on Surface 3, Surface Pro 4, and Surface Book](http://www.microsoft.com/surface/support/hardware-and-drivers/surface-cameras-autofocus) [on](http://www.microsoft.com/surface/support/hardware-and-drivers/surface-cameras-autofocus) [Surface.com.](http://www.microsoft.com/surface/support/hardware-and-drivers/surface-cameras-autofocus)	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:using autofocus on surface book	[]	False	[]	139	Surface
Change camera options	**Change camera options**\n\nUse the Camera app to switch between the front and back camera or manually set camera options.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:change camera options	[]	False	[{"DisplayOrder":0,"QnaId":141,"Qna":null,"DisplayText":"Change between the front and back camera"},{"DisplayOrder":1,"QnaId":142,"Qna":null,"DisplayText":"Set the timer"},{"DisplayOrder":2,"QnaId":143,"Qna":null,"DisplayText":"Change camera settings"},{"DisplayOrder":3,"QnaId":144,"Qna":null,"DisplayText":"Turn off the camera shutter sound"}]	140	Surface
Change between the front and back camera	**Change between the front and back camera**\n\n✪\n\nAt the top of the screen, select either the Front camera or Back camera icon, depending on which camera you’re currently using.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:change between the front and back camera	[]	False	[]	141	Surface
Set the timer	**Set the timer**\n\nSelect More options in the upper-right corner and select Self timer. \n\nSelect the Delay that you want to set (two, five, or 10 seconds) and select the check mark at the bottom.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:set the timer	[]	False	[]	142	Surface
Change camera settings	**Change camera settings**\n\nYou can also modify the photo aspect ratio, show or hide framing grid lines, adjust video settings, and change what happens when you press and hold the camera button.\n\nHere’s how to change camera settings:\n\nIn the Camera app, select More options in the upper-right corner, select Settings, and change the settings you want.\n\nTo learn how to adjust settings to get better results in your photos and videos, see [Improve photo](http://www.microsoft.com/surface/support/hardware-and-drivers/troubleshoot-photo-and-video-quality) [and video quality](http://www.microsoft.com/surface/support/hardware-and-drivers/troubleshoot-photo-and-video-quality) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:change camera settings	[]	False	[]	143	Surface
Turn off the camera shutter sound	**Turn off the camera shutter sound**\n\nYou can turn off the shutter sound the camera makes by muting the volume on your Surface. This turns off all Surface sounds.\n\nIn the taskbar, select Volume and adjust the slider all the way down to mute the sound.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:turn off the camera shutter sound	[]	False	[]	144	Surface
View photos and videos	**View photos and videos**\n\nBy default, your photos and videos are saved to the Camera roll on your Surface. You can choose to save your pictures to OneDrive so you can access them from any web-connected device. For more info, see [Using OneDrive on Surface](http://www.microsoft.com/surface/support/storage-files-and-folders/Onedrive-on-surface) .\n\nThere are a few ways to look through your photos and videos:\n\n*   Camera app: Select Photos in the upper-left corner to open the Photos app and view the most recent picture or video taken. Swipe right to see others in your collection.✪\n*   Photos app: Select View collection in the upper-left corner to see other photos and videos in your collection.\n*   File Explorer or OneDrive app. Go to your Pictures library and open your Camera roll.\n\nTo change where your pictures are saved:\n\n1.  In the Camera app, select More options > Settings. ✪\n2.  Select Manage save location and OneDrive uploads, select Yes to open Settings, and select Storage. \n3.  Under Save locations, change the option under New pictures will save to. \n\nFor more info on using the cameras, see [Take photos and videos with Surface](http://www.microsoft.com/surface/support/hardware-and-drivers/surface-cameras) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	145	Surface
Personalization and settings	**Personalization and settings**\n\nSettings control nearly everything about how your Surface Book looks and works. By adjusting settings, you can customize your Surface to work the way you want. Here are a few different ways to find and change your settings.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:personalization and settings	[]	False	[{"DisplayOrder":0,"QnaId":147,"Qna":null,"DisplayText":"Windows Settings"},{"DisplayOrder":1,"QnaId":148,"Qna":null,"DisplayText":"Action center"},{"DisplayOrder":2,"QnaId":149,"Qna":null,"DisplayText":"Cortana"},{"DisplayOrder":3,"QnaId":150,"Qna":null,"DisplayText":"Surface app"},{"DisplayOrder":4,"QnaId":151,"Qna":null,"DisplayText":"Sync your settings"},{"DisplayOrder":5,"QnaId":152,"Qna":null,"DisplayText":"Change settings in Windows apps"}]	146	Surface
Windows Settings	**Windows Settings**\n\n1.  Go to Start , and select Settings. ✪\n2.  Select the type of settings you want to change or view.\n\n✪\n\nFor more info, see [A new look for settings](http://windows.microsoft.com/en-us/windows-10/getstarted-a-new-look-for-settings) on Windows.com.\n\nYou can enter the setting you want to change in the Find a setting box and choose a setting from the list.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:windows settings	[]	False	[]	147	Surface
Action center	**Action center**\n\nYou can change common settings like airplane mode and Wi‑Fi on the fly from the Action center in the taskbar. For more info, see [Take action instantly](http://windows.microsoft.com/en-us/windows-10/getstarted-take-action) on Windows.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:action center	[]	False	[]	148	Surface
Cortana	**Cortana**\n\n1.  Open Cortana  by selecting the search box in the taskbar.✪\n2.  Ask your question and select an answer under Settings. \n\nFor more info, see [What is Cortana?](http://windows.microsoft.com/en-us/windows-10/getstarted-what-is-cortana)	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:cortana	[]	False	[]	149	Surface
Surface app	**Surface app**\n\nOpen the Surface app to adjust settings for the Surface Pen, OneNote, and more.\n\nFor info, see [Install and use the Surface app](http://www.microsoft.com/surface/support/apps-and-windows-store/surface-app) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:surface app	[{"ClusterHead":"surface","TotalAutoSuggestedCount":27,"TotalUserSuggestedCount":2,"AlternateQuestionList":[{"Question":"surface","AutoSuggestedCount":27,"UserSuggestedCount":2}]},{"ClusterHead":"surfac","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"surfac","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	150	Surface
